project_id,snapshot_date,planned_progress,actual_progress,planned_cost,actual_cost,committed_cost,earned_value,forecast_cost
PRJ-0009,2021-09-30,0.0381,0.1038,950570.55,2437554.03,2630881.68,2591727.0,23489723.32
PRJ-0009,2021-10-31,0.0545,0.1244,1361079.24,2974634.84,3210559.53,3105846.06,23920300.88
PRJ-0009,2021-11-30,0.0737,0.1447,1840187.33,3391399.8,3660379.01,3613403.21,23440964.06
PRJ-0009,2021-12-31,0.0955,0.1655,2384940.96,3899242.05,4208499.32,4133905.72,23557680.76
PRJ-0009,2022-01-31,0.1198,0.1871,2991981.53,4504294.5,4861539.78,4673425.72,24071565.61
PRJ-0009,2022-02-28,0.1464,0.2073,3657566.45,4966680.29,5360598.38,5177093.79,23960345.49
PRJ-0009,2022-03-31,0.1753,0.2281,4377592.16,5323565.73,5745789.17,5697638.26,23335690.26
PRJ-0009,2022-04-30,0.2061,0.2488,5147619.46,6117074.41,6602232.73,6213935.47,24586116.1
PRJ-0009,2022-05-31,0.2388,0.2694,5962900.87,6805580.29,7345345.49,6728530.72,25261423.87
PRJ-0009,2022-06-30,0.273,0.2895,6818409.92,7301578.55,7880682.44,7231504.97,25217438.88
PRJ-0009,2022-07-31,0.3087,0.3102,7708872.11,9087073.87,9807789.23,7747755.88,29292809.95
PRJ-0009,2022-08-31,0.3455,0.3307,8628797.45,9977054.32,10768355.94,8258696.27,30171975.47
PRJ-0009,2022-09-30,0.3833,0.3506,9572514.28,10752480.66,11605283.02,8756395.58,30668758.87
PRJ-0009,2022-10-31,0.4218,0.372,10534204.28,11202040.59,12090498.51,9290001.17,30115791.17
PRJ-0009,2022-11-30,0.4608,0.3928,11507938.31,11624086.09,12546017.35,9809277.96,29596113.24
PRJ-0009,2022-12-31,0.5,0.413,12487712.98,14088932.04,15206355.54,10314789.11,34113841.34
PRJ-0009,2023-01-31,0.5392,0.4324,13467487.65,14961655.51,16148296.58,10798520.83,34604157.86
PRJ-0009,2023-02-28,0.5782,0.4536,14441221.68,15344261.26,16561247.61,11328052.79,33830126.68
PRJ-0009,2023-03-31,0.6167,0.4743,15402911.68,15651877.46,16893261.51,11844952.57,33002437.47
PRJ-0009,2023-04-30,0.6545,0.4938,16346628.51,16603866.93,17920755.32,12331745.17,33627734.23
PRJ-0009,2023-05-31,0.6913,0.5135,17266553.85,17836170.86,19250795.92,12825743.36,34732175.13
PRJ-0009,2023-06-30,0.727,0.5331,18157016.04,17880271.89,19298394.69,13314090.76,33540961.58
PRJ-0009,2023-07-31,0.7612,0.5524,19012525.09,18873851.75,20370777.51,13795231.54,34169958.33
PRJ-0009,2023-08-31,0.7939,0.5718,19827806.5,18608771.74,20084673.43,14281139.16,32543762.49
PRJ-0009,2023-09-30,0.8247,0.59,20597833.8,19830834.18,21403660.28,14734606.25,33613625.14
PRJ-0009,2023-10-31,0.8536,0.6093,21317859.51,20989367.63,22654079.5,15216349.17,34450996.84
PRJ-0009,2023-11-30,0.8802,0.6285,21983444.43,21100408.15,22773926.89,15696299.15,33574263.37
PRJ-0009,2023-12-31,0.9045,0.6484,22590485.0,22043505.63,23791823.45,16193692.29,33997554.9
PRJ-0009,2024-01-31,0.9263,0.6685,23135238.63,22296025.3,24064371.0,16696649.39,33351166.2
PRJ-0009,2024-02-29,0.9455,0.6884,23614346.72,23966299.05,25867117.76,17193096.4,34814469.35
PRJ-0009,2024-03-31,0.9619,0.708,24024855.41,24215192.11,26135751.05,17682179.72,34203064.72
PRJ-0009,2024-04-30,0.9755,0.7265,24364233.78,26149366.83,28223329.33,18145389.99,35992148.73
PRJ-0009,2024-05-31,0.9862,0.7441,24630389.46,25946937.44,28004844.83,18584655.2,34869402.08
PRJ-0009,2024-06-30,0.9938,0.7634,24821681.49,27490725.89,29671074.46,19066059.59,36011247.4
PRJ-0009,2024-07-31,0.9985,0.7832,24936930.51,27463307.34,29641481.29,19560141.72,35066606.83
PRJ-0009,2024-08-31,1.0,0.8031,24975425.96,28110778.93,30340305.24,20058574.04,35001425.15
PRJ-0009,2024-09-30,1.0,0.8212,24975425.96,28780040.97,31062647.89,20510421.55,35045295.41
PRJ-0009,2024-10-31,1.0,0.8406,24975425.96,30239972.72,32638369.97,20993462.05,35975781.31
PRJ-0009,2024-11-30,1.0,0.8583,24975425.96,30554628.23,32977981.49,21435604.32,35600342.48
PRJ-0009,2024-12-31,1.0,0.8762,24975425.96,30641863.73,33072135.82,21884678.52,34969378.15
PRJ-0009,2025-01-31,1.0,0.8946,24975425.96,31048478.11,33510999.67,22343539.72,34705734.91
PRJ-0009,2025-02-28,1.0,0.9117,24975425.96,33011975.28,35630226.01,22768905.8,36211144.77
PRJ-0009,2025-03-31,1.0,0.9313,24975425.96,34781518.39,37540115.39,23259502.14,37347456.19
PRJ-0009,2025-04-30,1.0,0.9497,24975425.96,35301255.39,38101073.85,23719008.29,37171195.34
PRJ-0009,2025-05-31,1.0,0.9676,24975425.96,35651489.48,38479085.76,24167355.14,36843549.11
PRJ-0009,2025-06-30,1.0,0.9851,24975425.96,36811343.51,39730930.31,24602911.41,37368706.86
PRJ-0009,2025-07-31,1.0,1.0,24975425.96,37663518.71,40650693.36,24975425.96,37663518.71
PRJ-0010,2023-09-30,0.0125,0.0838,178679.37,1179967.29,1204714.49,1195031.15,14073581.78
PRJ-0010,2023-10-31,0.0495,0.1713,705757.73,2535106.85,2588275.11,2441422.4,14800188.37
PRJ-0010,2023-11-30,0.1091,0.2543,1554805.2,4012033.06,4096176.59,3624491.31,15777251.13
PRJ-0010,2023-12-31,0.1883,0.3411,2683246.96,5310513.3,5421889.58,4862247.03,15567303.05
PRJ-0010,2024-01-31,0.2831,0.4284,4034498.26,6652563.02,6792085.83,6105987.07,15529126.06
PRJ-0010,2024-02-29,0.3887,0.5119,5540801.69,7648263.93,7808669.36,7295859.19,14941710.62
PRJ-0010,2024-03-31,0.5,0.596,7126624.93,8994948.87,9183598.04,8495578.56,15091056.23
PRJ-0010,2024-04-30,0.6113,0.678,8712448.17,10362582.55,10579914.81,9663370.05,15284572.3
PRJ-0010,2024-05-31,0.7169,0.7653,10218751.6,11684440.89,11929496.21,10907837.25,15268036.34
PRJ-0010,2024-06-30,0.8117,0.8521,11570002.9,13469049.92,13751533.47,12144859.1,15807324.93
PRJ-0010,2024-07-31,0.8909,0.9358,12698444.66,13987140.0,14280489.34,13338425.68,14946456.66
PRJ-0010,2024-08-31,0.9505,1.0,13547492.13,15245350.26,15565087.78,14253249.86,15245350.26
PRJ-0011,2021-07-31,0.0031,0.0315,14770.19,142321.29,151924.27,147827.1,4523076.74
PRJ-0011,2021-08-31,0.0125,0.0612,58895.03,288752.37,308235.65,287701.2,4715220.8
PRJ-0011,2021-09-30,0.0281,0.0917,131819.62,532859.76,568813.95,430976.17,5808684.95
PRJ-0011,2021-10-31,0.0495,0.1214,232626.89,642180.03,685510.49,570303.66,5290159.81
PRJ-0011,2021-11-30,0.0766,0.1519,360049.12,812566.68,867393.81,713609.07,5349544.51
PRJ-0011,2021-12-31,0.1091,0.1818,512483.92,946797.36,1010681.58,853909.04,5209110.7
PRJ-0011,2022-01-31,0.1464,0.2121,688014.32,1129096.65,1205281.33,996584.12,5322740.77
PRJ-0011,2022-02-28,0.1883,0.2431,884432.93,1237891.42,1321416.92,1142152.63,5091861.31
PRJ-0011,2022-03-31,0.234,0.273,1099269.68,1464578.32,1563399.29,1282461.25,5365207.31
PRJ-0011,2022-04-30,0.2831,0.3008,1329822.85,1599470.56,1707393.25,1413281.61,5316988.26
PRJ-0011,2022-05-31,0.3349,0.3296,1573193.12,1823194.44,1946212.68,1548599.52,5531106.56
PRJ-0011,2022-06-30,0.3887,0.3587,1826319.96,1848325.06,1973038.97,1685157.91,5152949.75
PRJ-0011,2022-07-31,0.444,0.3876,2086020.16,2102019.35,2243851.02,1821184.2,5422517.88
PRJ-0011,2022-08-31,0.5,0.4149,2349027.83,2204596.52,2353349.49,1949366.25,5313171.49
PRJ-0011,2022-09-30,0.556,0.4427,2612035.5,2352711.43,2511458.31,2079831.6,5314453.95
PRJ-0011,2022-10-31,0.6113,0.4711,2871735.7,2474618.65,2641591.09,2213153.72,5253090.21
PRJ-0011,2022-11-30,0.6651,0.4974,3124862.54,2682973.93,2864004.94,2336804.55,5394015.87
PRJ-0011,2022-12-31,0.7169,0.5243,3368232.81,2868587.25,3062142.34,2463380.72,5470848.43
PRJ-0011,2023-01-31,0.766,0.5524,3598785.98,2963073.09,3163003.52,2595193.86,5364024.07
PRJ-0011,2023-02-28,0.8117,0.5808,3813622.73,3182394.73,3397123.67,2728751.37,5479087.52
PRJ-0011,2023-03-31,0.8536,0.6074,4010041.34,3413595.02,3643923.97,2853772.1,5619670.69
PRJ-0011,2023-04-30,0.8909,0.6321,4185571.74,3440450.36,3672591.34,2969670.74,5442834.81
PRJ-0011,2023-05-31,0.9234,0.6581,4338006.54,3685035.58,3933679.71,3091737.43,5599603.02
PRJ-0011,2023-06-30,0.9505,0.6849,4465428.77,4042243.49,4314989.87,3217898.5,5901579.84
PRJ-0011,2023-07-31,0.9719,0.7099,4566236.04,3923683.58,4188430.25,3335050.22,5527258.26
PRJ-0011,2023-08-31,0.9875,0.7359,4639160.63,4320382.19,4611895.71,3457367.91,5870765.43
PRJ-0011,2023-09-30,0.9969,0.7613,4683285.47,4305381.59,4595882.95,3576643.92,5655279.86
PRJ-0011,2023-10-31,1.0,0.7876,4698055.66,4792033.09,5115370.79,3700315.16,6084140.74
PRJ-0011,2023-11-30,1.0,0.8145,4698055.66,4677752.54,4993379.27,3826566.03,5743097.5
PRJ-0011,2023-12-31,1.0,0.8393,4698055.66,5140928.92,5487808.02,3942879.26,6125566.78
PRJ-0011,2024-01-31,1.0,0.8651,4698055.66,5110255.86,5455065.32,4064321.73,5907078.24
PRJ-0011,2024-02-29,1.0,0.8881,4698055.66,5392531.32,5756387.04,4172176.94,6072228.63
PRJ-0011,2024-03-31,1.0,0.9157,4698055.66,5573678.8,5949757.27,4302162.42,6086579.41
PRJ-0011,2024-04-30,1.0,0.9391,4698055.66,5929599.0,6329692.83,4411733.34,6314431.08
PRJ-0011,2024-05-31,1.0,0.9649,4698055.66,5844593.91,6238952.1,4533015.41,6057386.75
PRJ-0011,2024-06-30,1.0,0.9901,4698055.66,6140066.35,6554361.26,4651518.16,6201496.48
PRJ-0011,2024-07-31,1.0,1.0,4698055.66,6435916.08,6870173.15,4698055.66,6435916.08
PRJ-0012,2021-01-31,0.0012,0.0241,13527.19,306162.83,331063.94,267348.01,12718764.58
PRJ-0012,2021-02-28,0.0049,0.049,54042.88,629151.53,680322.24,544179.7,12840511.75
PRJ-0012,2021-03-31,0.0109,0.0726,121349.65,949508.07,1026734.31,806595.69,13074111.29
PRJ-0012,2021-04-30,0.0194,0.0956,215119.62,1357456.63,1467862.51,1061682.23,14200408.19
PRJ-0012,2021-05-31,0.0302,0.1203,334895.93,1625901.24,1758140.5,1335788.32,13518420.05
PRJ-0012,2021-06-30,0.0432,0.1443,480095.06,1900163.75,2054709.57,1602255.03,13171304.78
PRJ-0012,2021-07-31,0.0585,0.1694,650009.6,2269592.65,2454185.2,1881452.7,13397508.08
PRJ-0012,2021-08-31,0.076,0.1949,843811.74,2634923.99,2849229.99,2165034.09,13516765.15
PRJ-0012,2021-09-30,0.0955,0.2194,1060557.31,3012284.12,3257281.91,2437028.92,13727917.6
PRJ-0012,2021-10-31,0.117,0.2429,1299190.34,3291164.73,3558844.69,2697719.67,13549467.18
PRJ-0012,2021-11-30,0.1403,0.2656,1558548.24,3801622.66,4110819.64,2950273.39,14311203.59
PRJ-0012,2021-12-31,0.1654,0.2901,1837367.43,4217022.53,4560005.19,3221555.24,14538170.34
PRJ-0012,2022-01-31,0.1922,0.3142,2134289.55,4265871.2,4612826.86,3489774.05,13576250.55
PRJ-0012,2022-02-28,0.2204,0.3394,2447868.01,5023517.85,5432095.1,3769963.79,14799266.29
PRJ-0012,2022-03-31,0.25,0.3637,2776575.09,5544205.72,5995132.03,4038953.99,15245435.87
PRJ-0012,2022-04-30,0.2808,0.3887,3118809.37,5800028.56,6271761.68,4317092.49,14921352.6
PRJ-0012,2022-05-31,0.3127,0.412,3472903.51,6143901.88,6643603.21,4575902.6,14912034.99
PRJ-0012,2022-06-30,0.3455,0.437,3837132.4,6406750.03,6927829.57,4852974.73,14662200.84
PRJ-0012,2022-07-31,0.379,0.4616,4209721.56,7114813.71,7693482.11,5126705.07,15413263.87
PRJ-0012,2022-08-31,0.4132,0.4877,4588855.77,7488897.99,8097991.75,5416136.88,15356692.83
PRJ-0012,2022-09-30,0.4477,0.5129,4972687.93,8079412.86,8736534.91,5696641.4,15751805.27
PRJ-0012,2022-10-31,0.4826,0.5382,5359348.03,8808516.21,9524938.35,5977377.99,16366712.46
PRJ-0012,2022-11-30,0.5174,0.5627,5746952.33,9218167.99,9967908.29,6250036.74,16380662.5
PRJ-0012,2022-12-31,0.5523,0.5872,6133612.43,8980467.85,9710875.3,6522089.02,15292611.46
PRJ-0012,2023-01-31,0.5868,0.6118,6517444.59,9609302.19,10390854.57,6794538.49,15707291.47
PRJ-0012,2023-02-28,0.621,0.6378,6896578.8,10370462.39,11213922.13,7083207.5,16260637.59
PRJ-0012,2023-03-31,0.6545,0.6634,7269167.96,10929850.87,11818807.3,7368452.06,16474315.86
PRJ-0012,2023-04-30,0.6873,0.6886,7633396.85,11380888.58,12306529.21,7647652.32,16527891.39
PRJ-0012,2023-05-31,0.7192,0.7149,7987490.99,12472399.45,13486815.82,7940065.36,17445979.12
PRJ-0012,2023-06-30,0.75,0.7394,8329725.27,13184527.11,14256862.88,8212204.64,17830938.77
PRJ-0012,2023-07-31,0.7796,0.7653,8658432.35,12836931.72,13880996.56,8499260.61,16774496.74
PRJ-0012,2023-08-31,0.8078,0.7901,8972010.81,14888041.38,16098928.9,8775428.94,18842504.51
PRJ-0012,2023-09-30,0.8346,0.8149,9268932.93,14140710.54,15290815.48,9051029.19,17351726.01
PRJ-0012,2023-10-31,0.8597,0.8402,9547752.12,14871914.77,16081490.67,9331583.07,17700314.2
PRJ-0012,2023-11-30,0.883,0.8652,9807110.02,15033235.15,16255931.71,9609207.67,17375378.98
PRJ-0012,2023-12-31,0.9045,0.8908,10045743.05,15840145.72,17128470.65,9893699.9,17781559.77
PRJ-0012,2024-01-31,0.924,0.9164,10262488.62,16493164.11,17834600.91,10177280.46,17998721.29
PRJ-0012,2024-02-29,0.9415,0.9421,10456290.76,18385618.72,19880974.34,10463530.25,19515039.29
PRJ-0012,2024-03-31,0.9568,0.9679,10626205.3,18026952.13,19493136.35,10749598.54,18625136.94
PRJ-0012,2024-04-30,0.9698,0.9942,10771404.43,18935776.99,20475878.57,11041909.13,19046201.55
PRJ-0012,2024-05-31,0.9806,1.0,10891180.74,20059680.65,21691192.57,11106300.36,20059680.65
PRJ-0013,2021-03-31,0.0014,0.0167,22522.31,292668.03,329524.85,269238.24,17511072.75
PRJ-0013,2021-04-30,0.0056,0.0336,89963.28,617016.42,694719.69,541797.19,18345695.35
PRJ-0013,2021-05-31,0.0125,0.0498,201945.75,949074.09,1068594.67,802483.63,19051893.31
PRJ-0013,2021-06-30,0.0222,0.0646,357843.47,1173485.42,1321266.99,1039994.97,18176935.41
PRJ-0013,2021-07-31,0.0346,0.0832,556784.6,1901884.8,2141396.51,1339818.88,22867164.56
PRJ-0013,2021-08-31,0.0495,0.0994,797656.58,2890364.95,3254359.81,1601408.96,29075328.7
PRJ-0013,2021-09-30,0.067,0.1153,1079112.36,3290828.86,3705255.68,1857123.01,28545577.31
PRJ-0013,2021-10-31,0.0869,0.1313,1399577.92,3545055.51,3991498.08,2115630.73,26993386.9
PRJ-0013,2021-11-30,0.1091,0.1481,1757261.08,3849876.19,4334706.01,2385537.94,25997682.8
PRJ-0013,2021-12-31,0.1335,0.1654,2150161.54,4259677.25,4796114.9,2664896.16,25749607.15
PRJ-0013,2022-01-31,0.1599,0.1823,2576082.04,4702127.38,5294284.49,2936759.77,25792899.88
PRJ-0013,2022-02-28,0.1883,0.1982,3032640.66,5112022.46,5755799.24,3192456.44,25795382.89
PRJ-0013,2022-03-31,0.2183,0.2155,3517284.14,5367722.42,6043700.49,3470814.45,24913391.75
PRJ-0013,2022-04-30,0.25,0.2309,4027302.15,5691330.61,6408061.92,3719891.84,24646639.22
PRJ-0013,2022-05-31,0.2831,0.2468,4559842.47,5826217.05,6559935.13,3975849.93,23606460.9
PRJ-0013,2022-06-30,0.3173,0.2632,5111926.91,6328900.93,7125923.94,4239237.59,24049981.43
PRJ-0013,2022-07-31,0.3526,0.2807,5680468.0,6999908.37,7881433.94,4521535.93,24939088.39
PRJ-0013,2022-08-31,0.3887,0.2975,6262286.23,7132414.8,8030627.42,4791899.24,23977456.97
PRJ-0013,2022-09-30,0.4255,0.3143,6854127.82,7558423.71,8510285.27,5062437.23,24051700.53
PRJ-0013,2022-10-31,0.4626,0.33,7452682.97,7898751.41,8893471.77,5316066.37,23935486.4
PRJ-0013,2022-11-30,0.5,0.3463,8054604.3,8788568.85,9895347.36,5579121.08,25376199.39
PRJ-0013,2022-12-31,0.5374,0.3636,8656525.63,9154179.9,10307001.23,5858075.97,25173212.91
PRJ-0013,2023-01-31,0.5745,0.3805,9255080.78,9598153.86,10806886.54,6130177.69,25222541.75
PRJ-0013,2023-02-28,0.6113,0.3977,9846922.37,9848252.98,11088481.61,6405908.26,24765818.53
PRJ-0013,2023-03-31,0.6474,0.4142,10428740.6,10637016.45,11976577.12,6673045.95,25678515.94
PRJ-0013,2023-04-30,0.6827,0.4315,10997281.69,11311012.9,12735452.56,6951020.52,26213628.02
PRJ-0013,2023-05-31,0.7169,0.4471,11549366.13,11473935.94,12918893.12,7202626.01,25662310.84
PRJ-0013,2023-06-30,0.75,0.4635,12081906.45,12488714.06,14061466.19,7466945.4,26943186.16
PRJ-0013,2023-07-31,0.7817,0.4804,12591924.46,12112997.53,13638434.21,7739115.12,25213580.74
PRJ-0013,2023-08-31,0.8117,0.4958,13076567.94,12669531.3,14265054.44,7986492.73,25555162.88
PRJ-0013,2023-09-30,0.8401,0.5105,13533126.56,13594989.95,15307059.68,8223150.31,26632679.78
PRJ-0013,2023-10-31,0.8665,0.5283,13959047.06,14088470.13,15862685.73,8509899.07,26669423.72
PRJ-0013,2023-11-30,0.8909,0.5448,14351947.52,14166661.7,15950724.27,8776224.85,26003630.54
PRJ-0013,2023-12-31,0.9131,0.56,14709630.68,14921349.61,16800452.95,9021485.18,26644297.33
PRJ-0013,2024-01-31,0.933,0.5765,15030096.24,14728522.31,16583342.16,9286955.3,25548183.52
PRJ-0013,2024-02-29,0.9505,0.592,15311552.02,16197101.86,18236865.62,9537187.57,27358431.48
PRJ-0013,2024-03-31,0.9654,0.6078,15552424.0,17077520.95,19228159.3,9790676.96,28098705.37
PRJ-0013,2024-04-30,0.9778,0.625,15751365.13,17156829.82,19317455.84,10067541.28,27452874.81
PRJ-0013,2024-05-31,0.9875,0.6409,15907262.85,18004711.3,20272114.32,10324760.55,28091852.47
PRJ-0013,2024-06-30,0.9944,0.6569,16019245.32,18553096.76,20889560.08,10581611.85,28244818.48
PRJ-0013,2024-07-31,0.9986,0.6723,16086686.29,18985563.45,21376488.98,10830114.7,28239996.57
PRJ-0013,2024-08-31,1.0,0.6883,16109208.6,19843451.28,22342413.94,11088753.93,28827612.01
PRJ-0013,2024-09-30,1.0,0.7048,16109208.6,19830950.4,22328338.77,11353030.62,28138822.77
PRJ-0013,2024-10-31,1.0,0.7206,16109208.6,20630847.49,23228970.0,11608838.34,28628758.2
PRJ-0013,2024-11-30,1.0,0.7384,16109208.6,19921660.24,22430472.07,11895609.7,26978203.61
PRJ-0013,2024-12-31,1.0,0.7539,16109208.6,22410377.06,25232602.63,12145133.9,29724945.15
PRJ-0013,2025-01-31,1.0,0.7694,16109208.6,21724514.43,24460366.66,12394317.13,28235902.87
PRJ-0013,2025-02-28,1.0,0.7853,16109208.6,22921983.43,25808637.57,12650824.94,29188216.14
PRJ-0013,2025-03-31,1.0,0.8029,16109208.6,23830174.4,26831200.55,12934616.89,29678903.8
PRJ-0013,2025-04-30,1.0,0.8196,16109208.6,24148088.34,27189150.62,13203277.26,29462881.43
PRJ-0013,2025-05-31,1.0,0.8353,16109208.6,24420189.88,27495518.96,13456762.94,29233622.88
PRJ-0013,2025-06-30,1.0,0.8509,16109208.6,24858081.65,27988556.14,13706960.0,29214648.81
PRJ-0013,2025-07-31,1.0,0.8666,16109208.6,26983597.5,30381746.43,13959894.84,31138085.63
PRJ-0013,2025-08-31,1.0,0.8819,16109208.6,28060215.71,31593947.34,14206784.64,31817746.22
PRJ-0013,2025-09-30,1.0,0.8977,16109208.6,30281069.85,34094482.24,14461008.78,33732368.07
PRJ-0013,2025-10-31,1.0,0.9136,16109208.6,29078010.35,32739916.8,14717178.84,31828364.62
PRJ-0013,2025-11-30,1.0,0.9302,16109208.6,28945205.36,32590387.16,14984844.25,31117063.56
PRJ-0013,2025-12-31,1.0,0.9457,16109208.6,30544121.2,34390660.67,15234997.03,32296797.88
PRJ-0014,2022-03-31,0.0027,0.0347,18246.08,246443.2,279414.42,230896.87,7109973.47
PRJ-0014,2022-04-30,0.0109,0.0688,72784.4,523090.22,593073.56,458112.07,7606310.38
PRJ-0014,2022-05-31,0.0245,0.1026,163017.44,802751.09,910149.78,683520.18,7823457.76
PRJ-0014,2022-06-30,0.0432,0.1379,287956.58,1034390.0,1172779.26,918724.58,7500119.08
PRJ-0014,2022-07-31,0.067,0.1742,446232.95,1283242.69,1454925.53,1160662.13,7364990.07
PRJ-0014,2022-08-31,0.0955,0.2117,636112.47,1614526.32,1830531.03,1410256.08,7626342.9
PRJ-0014,2022-09-30,0.1284,0.2465,855514.75,1954818.69,2216350.53,1642379.42,7928703.32
PRJ-0014,2022-10-31,0.1654,0.2824,1102035.99,2211168.11,2506996.5,1881111.67,7830263.27
PRJ-0014,2022-11-30,0.2061,0.3182,1372975.25,2585689.54,2931624.51,2119775.26,8125605.62
PRJ-0014,2022-12-31,0.25,0.3538,1665364.06,2779081.07,3150889.56,2356675.84,7855440.56
PRJ-0014,2023-01-31,0.2966,0.3892,1975998.95,3147393.15,3568477.47,2592393.58,8087592.06
PRJ-0014,2023-02-28,0.3455,0.4256,2301476.53,3351343.04,3799713.47,2835340.96,7873770.87
PRJ-0014,2023-03-31,0.396,0.4598,2638230.8,3756055.57,4258571.8,3063202.37,8168183.74
PRJ-0014,2023-04-30,0.4477,0.4923,2982572.23,4040592.46,4581176.39,3279522.8,8207361.71
PRJ-0014,2023-05-31,0.5,0.5258,3330728.12,4469824.19,5067834.29,3502789.14,8500522.61
PRJ-0014,2023-06-30,0.5523,0.5599,3678884.01,4733564.95,5366860.47,3729999.94,8453736.26
PRJ-0014,2023-07-31,0.604,0.5962,4023225.44,5427739.14,6153907.04,3971778.17,9103390.27
PRJ-0014,2023-08-31,0.6545,0.6314,4359979.71,5545026.17,6286885.7,4205807.34,8782606.1
PRJ-0014,2023-09-30,0.7034,0.6685,4685457.29,5729608.49,6496162.98,4452996.43,8571202.98
PRJ-0014,2023-10-31,0.75,0.7029,4996092.18,6178491.3,7005101.04,4682044.63,8790550.42
PRJ-0014,2023-11-30,0.7939,0.74,5288480.99,6316451.94,7161519.19,4929533.92,8535648.37
PRJ-0014,2023-12-31,0.8346,0.7747,5559420.25,6807922.36,7718742.6,5160773.69,8787573.27
PRJ-0014,2024-01-31,0.8716,0.8102,5805941.49,7200810.98,8164195.11,5396797.24,8888213.71
PRJ-0014,2024-02-29,0.9045,0.8441,6025343.77,7568423.54,8580989.93,5623227.64,8965797.84
PRJ-0014,2024-03-31,0.933,0.8813,6215223.29,7877457.39,8931368.88,5870537.81,8938761.55
PRJ-0014,2024-04-30,0.9568,0.9169,6373499.66,8122621.42,9209333.0,6108139.26,8858423.96
PRJ-0014,2024-05-31,0.9755,0.955,6498438.8,8528073.88,9669030.24,6361437.75,8930275.39
PRJ-0014,2024-06-30,0.9891,0.9919,6588671.84,9041751.31,10251431.7,6607480.64,9115612.13
PRJ-0014,2024-07-31,0.9973,1.0,6643210.16,9004725.82,10209452.63,6661456.24,9004725.82
PRJ-0015,2025-02-28,0.0109,0.0662,124510.51,731840.0,761416.08,754570.1,11052319.43
PRJ-0015,2025-03-31,0.0432,0.1354,492600.33,1529139.82,1590937.43,1543388.11,11290389.46
PRJ-0015,2025-04-30,0.0955,0.2026,1088182.16,2219576.37,2309276.81,2308333.2,10957424.08
PRJ-0015,2025-05-31,0.1654,0.2677,1885226.24,2924307.17,3042488.12,3050850.48,10922924.73
PRJ-0015,2025-06-30,0.25,0.3344,2848897.89,3783539.48,3936444.85,3810184.2,11315901.9
PRJ-0015,2025-07-31,0.3455,0.3965,3937080.06,4529988.31,4713060.15,4518453.53,11424682.42
PRJ-0015,2025-08-31,0.4477,0.4631,5102213.95,5050770.72,5254889.1,5277324.73,10906382.14
PRJ-0015,2025-09-30,0.5523,0.5298,6293377.62,5883999.44,6121791.36,6037034.55,11106720.34
PRJ-0015,2025-10-31,0.6545,0.5926,7458511.51,6808222.49,7083365.33,6752609.36,11489443.38
PRJ-0015,2025-11-30,0.75,0.6599,8546693.68,7759255.58,8072832.81,7519928.12,11758264.97
PRJ-0015,2025-12-31,0.8346,0.7264,9510365.33,8255368.09,8588994.88,8277787.98,11364727.3
PRJ-0016,2023-02-28,0.0056,0.043,112239.42,885524.83,965737.81,863632.43,20607540.2
PRJ-0016,2023-03-31,0.0222,0.0838,446450.43,1658205.49,1808409.76,1684823.12,19780551.21
PRJ-0016,2023-04-30,0.0495,0.1267,995167.31,2627368.92,2865362.35,2546237.64,20738458.86
PRJ-0016,2023-05-31,0.0869,0.1677,1746132.64,3545047.56,3866166.56,3371420.91,21133111.56
PRJ-0016,2023-06-30,0.1335,0.2093,2682571.09,4428232.17,4829352.17,4206951.06,21155206.97
PRJ-0016,2023-07-31,0.1883,0.2514,3783564.17,5539050.2,6040790.79,5052600.0,22033056.06
PRJ-0016,2023-08-31,0.25,0.29,5024517.51,6303120.15,6874072.04,5828820.71,21733478.64
PRJ-0016,2023-09-30,0.3173,0.3279,6377710.27,7269472.26,7927958.66,6590748.42,22167795.43
PRJ-0016,2023-10-31,0.3887,0.3673,7812914.36,8042442.45,8770946.36,7381985.83,21896218.07
PRJ-0016,2023-11-30,0.4626,0.4099,9298069.69,9685141.82,10562445.42,8238530.3,23627109.62
PRJ-0016,2023-12-31,0.5374,0.4526,10800000.35,10311792.73,11245859.89,9097210.75,22781392.91
PRJ-0016,2024-01-31,0.6113,0.4923,12285155.68,11720148.54,12781787.98,9894346.04,23806764.53
PRJ-0016,2024-02-29,0.6827,0.5326,13720359.77,12327323.55,13443962.37,10703880.95,23146316.12
PRJ-0016,2024-03-31,0.75,0.571,15073552.53,14142462.89,15423521.43,11476793.38,24766169.47
PRJ-0016,2024-04-30,0.8117,0.6094,16314505.87,14137810.03,15418447.1,12247353.49,23200334.38
PRJ-0016,2024-05-31,0.8665,0.647,17415498.95,15047903.24,16410978.75,13002774.9,23259174.72
PRJ-0016,2024-06-30,0.9131,0.6862,18351937.4,19455411.26,21217729.53,13791271.43,28352441.63
PRJ-0016,2024-07-31,0.9505,0.7258,19102902.73,20280470.65,22117524.79,14586803.01,27942950.85
PRJ-0016,2024-08-31,0.9778,0.7628,19651619.61,21348109.65,23281873.12,15331728.74,27984828.74
PRJ-0016,2024-09-30,0.9944,0.7996,19985830.62,24111576.91,26295661.94,16070980.41,30153490.91
PRJ-0016,2024-10-31,1.0,0.8357,20098070.04,24470790.2,26687413.64,16796679.78,29280528.16
