project_id,work_package_id,work_package_name,budget,actual_cost,planned_progress,actual_progress
PRJ-0008,WP-004,Structure,855238.67,882968.91,0.9681,1.0
PRJ-0008,WP-005,Masonry,308974.23,273719.01,0.9681,1.0
PRJ-0008,WP-006,Roofing,98307.49,84411.78,0.9681,0.9717
PRJ-0008,WP-007,Waterproofing,714742.55,666486.5,0.9681,1.0
PRJ-0008,WP-008,Facade,50980.9,45790.87,0.9681,1.0
PRJ-0008,WP-009,Electrical,1211137.67,1204972.87,0.9681,0.9792
PRJ-0008,WP-010,Plumbing,430623.86,436612.85,0.9681,1.0
PRJ-0008,WP-011,HVAC,236817.37,251435.12,0.9681,1.0
PRJ-0008,WP-012,Fire Safety Systems,197298.34,177265.67,0.9681,0.9198
PRJ-0008,WP-013,Elevators,798993.33,690029.3,0.9681,0.9871
PRJ-0008,WP-014,Interior Finishes,72004.45,74938.39,0.9681,1.0
PRJ-0008,WP-015,Painting,470568.45,470229.46,0.9681,0.9898
PRJ-0008,WP-016,Landscaping,730801.08,712240.38,0.9681,0.956
PRJ-0008,WP-017,Utilities Connection,1812272.06,1865538.12,0.9681,1.0
PRJ-0008,WP-018,Commissioning,819219.43,749850.95,0.9681,1.0
PRJ-0008,WP-019,Final Cleaning,548363.79,528603.83,0.9681,1.0
PRJ-0008,WP-020,Demolition,209591.52,208003.35,0.9681,0.9623
PRJ-0008,WP-021,Site Preparation (2),3766.14,3129.74,0.9681,1.0
PRJ-0008,WP-022,Earthworks (2),2684925.85,2628148.87,0.9681,0.9252
PRJ-0008,WP-023,Foundations (2),60867.38,65418.36,0.9681,0.9683
PRJ-0008,WP-024,Structure (2),1138323.13,1058771.34,0.9681,1.0
PRJ-0008,WP-025,Masonry (2),78753.03,73028.67,0.9681,1.0
PRJ-0008,WP-026,Roofing (2),45909.5,46682.06,0.9681,1.0
PRJ-0008,WP-027,Waterproofing (2),521979.32,496778.4,0.9681,1.0
PRJ-0008,WP-028,Facade (2),623915.85,615287.49,0.9681,1.0
PRJ-0008,WP-029,Electrical (2),42598.11,34557.39,0.9681,0.9505
PRJ-0008,WP-030,Plumbing (2),298556.95,305500.34,0.9681,0.9568
PRJ-0008,WP-031,HVAC (2),495568.75,476569.25,0.9681,0.9739
PRJ-0008,WP-032,Fire Safety Systems (2),196566.58,199911.76,0.9681,0.9975
PRJ-0008,WP-033,Elevators (2),102177.87,85762.08,0.9681,0.9925
PRJ-0008,WP-034,Interior Finishes (2),164188.74,155069.93,0.9681,1.0
PRJ-0008,WP-035,Painting (2),574957.66,514120.37,0.9681,1.0
PRJ-0008,WP-036,Landscaping (2),125729.0,115802.11,0.9681,0.9999
PRJ-0008,WP-037,Utilities Connection (2),350744.17,355292.99,0.9681,1.0
PRJ-0008,WP-038,Commissioning (2),17042.04,17059.81,0.9681,0.9562
PRJ-0008,WP-039,Final Cleaning (2),580495.3,536516.83,0.9681,1.0
PRJ-0008,WP-040,Demolition (2),544426.04,484090.82,0.9681,0.9981
PRJ-0008,WP-041,Site Preparation (3),632893.79,640585.67,0.9681,1.0
PRJ-0008,WP-042,Earthworks (3),277509.99,261310.51,0.9681,0.9855
PRJ-0008,WP-043,Foundations (3),127159.82,114462.19,0.9681,0.9776
PRJ-0008,WP-044,Structure (3),177571.96,176463.89,0.9681,0.9671
PRJ-0008,WP-045,Masonry (3),680648.92,671424.49,0.9681,0.9436
PRJ-0008,WP-046,Roofing (3),480288.19,496470.24,0.9681,1.0
PRJ-0009,WP-001,Site Preparation,501938.84,489565.54,1.0,1.0
PRJ-0009,WP-002,Earthworks,151113.59,152733.85,1.0,1.0
PRJ-0009,WP-003,Foundations,1745534.73,1651041.0,1.0,0.9459
PRJ-0009,WP-004,Structure,1203994.92,1137500.69,1.0,0.9799
PRJ-0009,WP-005,Masonry,324071.93,290121.28,1.0,1.0
PRJ-0009,WP-006,Roofing,268816.59,228401.35,1.0,1.0
PRJ-0009,WP-007,Waterproofing,295482.16,275419.92,1.0,0.9716
PRJ-0009,WP-008,Facade,440766.55,465741.46,1.0,0.999
PRJ-0009,WP-009,Electrical,1268273.07,1243726.03,1.0,1.0
PRJ-0009,WP-010,Plumbing,1553548.38,1449530.18,1.0,1.0
PRJ-0009,WP-011,HVAC,3410797.33,3250803.9,1.0,0.9662
PRJ-0009,WP-012,Fire Safety Systems,1048745.59,923028.36,1.0,1.0
PRJ-0009,WP-013,Elevators,3137705.4,2817638.09,1.0,0.9953
PRJ-0009,WP-014,Interior Finishes,692983.57,602087.18,1.0,1.0
PRJ-0009,WP-015,Painting,684034.08,748664.82,1.0,0.9871
PRJ-0009,WP-016,Landscaping,34179.92,29238.68,1.0,0.949
PRJ-0009,WP-017,Utilities Connection,678814.34,712721.39,1.0,0.9931
PRJ-0009,WP-018,Commissioning,792507.28,701658.95,1.0,0.977
PRJ-0009,WP-019,Final Cleaning,1620120.79,1360013.68,1.0,1.0
PRJ-0009,WP-020,Demolition,468734.0,501957.89,1.0,0.9808
PRJ-0009,WP-021,Site Preparation (2),45730.18,50515.5,1.0,1.0
PRJ-0009,WP-022,Earthworks (2),399566.3,386641.21,1.0,0.9762
PRJ-0009,WP-023,Foundations (2),471001.25,399266.97,1.0,0.9336
PRJ-0009,WP-024,Structure (2),532665.88,554021.94,1.0,0.8861
PRJ-0009,WP-025,Masonry (2),167476.2,140800.22,1.0,1.0
PRJ-0009,WP-026,Roofing (2),1761607.72,1655169.46,1.0,0.9362
PRJ-0009,WP-027,Waterproofing (2),1275215.38,1104517.32,1.0,1.0
PRJ-0010,WP-001,Site Preparation,1094056.66,1134889.38,0.9505,0.9272
PRJ-0010,WP-002,Earthworks,457880.29,433973.61,0.9505,1.0
PRJ-0010,WP-003,Foundations,135218.12,131070.27,0.9505,0.9628
PRJ-0010,WP-004,Structure,67067.02,74874.97,0.9505,1.0
PRJ-0010,WP-005,Masonry,623366.02,684647.35,0.9505,0.9846
PRJ-0010,WP-006,Roofing,39672.96,32682.09,0.9505,1.0
PRJ-0010,WP-007,Waterproofing,55002.46,52644.03,0.9505,0.9669
PRJ-0010,WP-008,Facade,58490.98,63329.45,0.9505,1.0
PRJ-0010,WP-009,Electrical,20612.85,18719.49,0.9505,0.9744
PRJ-0010,WP-010,Plumbing,109601.74,116000.28,0.9505,1.0
PRJ-0010,WP-011,HVAC,9581.42,11009.75,0.9505,0.9321
PRJ-0010,WP-012,Fire Safety Systems,192700.58,217175.41,0.9505,1.0
PRJ-0010,WP-013,Elevators,524635.59,522991.34,0.9505,1.0
PRJ-0010,WP-014,Interior Finishes,102807.97,122040.49,0.9505,0.9242
PRJ-0010,WP-015,Painting,99888.3,98137.33,0.9505,0.9564
PRJ-0010,WP-016,Landscaping,226368.15,246741.64,0.9505,1.0
PRJ-0010,WP-017,Utilities Connection,130366.47,139109.71,0.9505,0.9782
PRJ-0010,WP-018,Commissioning,166038.75,172709.28,0.9505,0.9905
PRJ-0010,WP-019,Final Cleaning,77485.97,74780.47,0.9505,0.9395
PRJ-0010,WP-020,Demolition,214469.68,221941.32,0.9505,1.0
PRJ-0010,WP-021,Site Preparation (2),168709.76,146448.87,0.9505,0.9322
PRJ-0010,WP-022,Earthworks (2),494495.03,490636.24,0.9505,0.9905
PRJ-0010,WP-023,Foundations (2),590099.77,606175.03,0.9505,0.9605
PRJ-0010,WP-024,Structure (2),607642.32,583234.69,0.9505,1.0
PRJ-0010,WP-025,Masonry (2),69886.93,59065.31,0.9505,0.9339
PRJ-0010,WP-026,Roofing (2),78060.11,92757.37,0.9505,1.0
PRJ-0010,WP-027,Waterproofing (2),506446.58,518245.47,0.9505,0.9772
PRJ-0010,WP-028,Facade (2),334116.35,335308.82,0.9505,0.9303
PRJ-0010,WP-029,Electrical (2),137622.8,136064.43,0.9505,0.996
PRJ-0010,WP-030,Plumbing (2),212534.94,199135.76,0.9505,1.0
PRJ-0010,WP-031,HVAC (2),23509.88,22250.27,0.9505,1.0
PRJ-0010,WP-032,Fire Safety Systems (2),45021.65,40569.84,0.9505,1.0
PRJ-0010,WP-033,Elevators (2),89444.51,95281.99,0.9505,0.9595
PRJ-0010,WP-034,Interior Finishes (2),236441.86,255430.06,0.9505,1.0
PRJ-0010,WP-035,Painting (2),100185.26,114516.44,0.9505,1.0
PRJ-0010,WP-036,Landscaping (2),463026.34,506175.55,0.9505,0.9373
PRJ-0010,WP-037,Utilities Connection (2),145383.48,162612.03,0.9505,0.9988
PRJ-0010,WP-038,Commissioning (2),14757.56,14156.12,0.9505,0.9662
PRJ-0010,WP-039,Final Cleaning (2),1705.75,2092.16,0.9505,1.0
PRJ-0010,WP-040,Demolition (2),209880.02,196001.52,0.9505,1.0
PRJ-0010,WP-041,Site Preparation (3),229511.26,206466.57,0.9505,1.0
PRJ-0010,WP-042,Earthworks (3),158160.91,162954.33,0.9505,1.0
PRJ-0010,WP-043,Foundations (3),40259.05,36958.38,0.9505,1.0
PRJ-0010,WP-044,Structure (3),161590.92,153605.84,0.9505,0.9381
PRJ-0010,WP-045,Masonry (3),253120.83,263451.61,0.9505,1.0
PRJ-0010,WP-046,Roofing (3),239809.04,229321.72,0.9505,0.9269
PRJ-0010,WP-047,Waterproofing (3),490993.94,522948.08,0.9505,1.0
PRJ-0010,WP-048,Facade (3),445742.63,437946.42,0.9505,1.0
PRJ-0010,WP-049,Electrical (3),73831.16,73953.83,0.9505,0.9958
PRJ-0010,WP-050,Plumbing (3),92828.14,98811.69,0.9505,0.9583
PRJ-0010,WP-051,HVAC (3),52870.46,49774.0,0.9505,1.0
PRJ-0010,WP-052,Fire Safety Systems (3),140572.42,135432.93,0.9505,1.0
PRJ-0010,WP-053,Elevators (3),11260.34,10292.05,0.9505,1.0
PRJ-0010,WP-054,Interior Finishes (3),381954.17,364713.04,0.9505,1.0
PRJ-0010,WP-055,Painting (3),2585.99,2855.59,0.9505,0.9887
PRJ-0010,WP-056,Landscaping (3),446638.52,434229.16,0.9505,1.0
PRJ-0010,WP-057,Utilities Connection (3),1065435.45,970813.55,0.9505,0.977
PRJ-0010,WP-058,Commissioning (3),244304.85,244435.81,0.9505,0.9935
PRJ-0010,WP-059,Final Cleaning (3),149524.07,134545.23,0.9505,1.0
PRJ-0010,WP-060,Demolition (3),637972.85,629765.8,0.9505,0.9982
PRJ-0011,WP-001,Site Preparation,38789.0,38590.87,1.0,0.9158
PRJ-0011,WP-002,Earthworks,36561.45,33580.48,1.0,0.9619
PRJ-0011,WP-003,Foundations,332999.58,324107.62,1.0,0.9921
PRJ-0011,WP-004,Structure,22374.11,25183.71,1.0,0.9885
PRJ-0011,WP-005,Masonry,97045.41,105677.45,1.0,0.9674
PRJ-0011,WP-006,Roofing,17782.7,16939.74,1.0,1.0
PRJ-0011,WP-007,Waterproofing,27088.17,26722.6,1.0,0.9558
PRJ-0011,WP-008,Facade,81860.38,84974.98,1.0,0.9668
PRJ-0011,WP-009,Electrical,83851.25,99329.27,1.0,1.0
PRJ-0011,WP-010,Plumbing,55702.4,63165.12,1.0,1.0
PRJ-0011,WP-011,HVAC,55848.79,62165.76,1.0,0.9397
PRJ-0011,WP-012,Fire Safety Systems,191673.66,179364.07,1.0,1.0
PRJ-0011,WP-013,Elevators,229786.45,265848.1,1.0,0.9721
PRJ-0011,WP-014,Interior Finishes,91598.57,88407.44,1.0,0.969
PRJ-0011,WP-015,Painting,144121.02,145917.6,1.0,1.0
PRJ-0011,WP-016,Landscaping,79735.1,78270.19,1.0,0.9504
PRJ-0011,WP-017,Utilities Connection,193830.51,190604.71,1.0,0.9856
PRJ-0011,WP-018,Commissioning,22217.32,19267.98,1.0,0.9948
PRJ-0011,WP-019,Final Cleaning,411510.63,401106.87,1.0,1.0
PRJ-0011,WP-020,Demolition,108793.21,109963.72,1.0,0.964
PRJ-0011,WP-021,Site Preparation (2),2278.23,2165.78,1.0,1.0
PRJ-0011,WP-022,Earthworks (2),18882.03,15978.08,1.0,1.0
PRJ-0011,WP-023,Foundations (2),146195.59,135884.39,1.0,1.0
PRJ-0011,WP-024,Structure (2),314584.16,327721.18,1.0,0.9371
PRJ-0011,WP-025,Masonry (2),134908.62,144310.07,1.0,1.0
PRJ-0011,WP-026,Roofing (2),140479.68,124442.75,1.0,1.0
PRJ-0011,WP-027,Waterproofing (2),58694.02,58589.44,1.0,1.0
PRJ-0011,WP-028,Facade (2),308630.33,315042.24,1.0,0.9426
PRJ-0011,WP-029,Electrical (2),155803.98,150480.12,1.0,1.0
PRJ-0011,WP-030,Plumbing (2),2107.21,2223.65,1.0,0.9148
PRJ-0011,WP-031,HVAC (2),104222.04,102363.51,1.0,1.0
PRJ-0011,WP-032,Fire Safety Systems (2),166290.98,213748.62,1.0,1.0
PRJ-0011,WP-033,Elevators (2),197591.89,218141.7,1.0,1.0
PRJ-0011,WP-034,Interior Finishes (2),43603.78,50974.5,1.0,0.9263
PRJ-0011,WP-035,Painting (2),45722.23,42946.3,1.0,1.0
PRJ-0011,WP-036,Landscaping (2),91826.63,90522.34,1.0,1.0
PRJ-0011,WP-037,Utilities Connection (2),51863.57,55568.18,1.0,0.9482
PRJ-0011,WP-038,Commissioning (2),32317.33,32612.06,1.0,0.9825
PRJ-0011,WP-039,Final Cleaning (2),117718.99,113429.28,1.0,0.9629
PRJ-0011,WP-040,Demolition (2),48813.83,46027.31,1.0,1.0
PRJ-0011,WP-041,Site Preparation (3),27104.34,23688.25,1.0,0.9755
PRJ-0011,WP-042,Earthworks (3),49200.06,47212.53,1.0,1.0
PRJ-0011,WP-043,Foundations (3),15823.06,15595.96,1.0,0.9894
PRJ-0011,WP-044,Structure (3),64557.43,75946.43,1.0,1.0
PRJ-0011,WP-045,Masonry (3),22604.74,21269.45,1.0,0.9971
PRJ-0011,WP-046,Roofing (3),13061.19,13711.7,1.0,0.916
PRJ-0012,WP-001,Site Preparation,124171.67,135681.25,0.9806,0.8941
PRJ-0012,WP-002,Earthworks,322323.83,360200.61,0.9806,0.9787
PRJ-0012,WP-003,Foundations,155427.5,179382.54,0.9806,1.0
PRJ-0012,WP-004,Structure,278492.5,342792.44,0.9806,0.9462
PRJ-0012,WP-005,Masonry,256259.61,316371.79,0.9806,0.9276
PRJ-0012,WP-006,Roofing,593293.3,763319.1,0.9806,0.9491
PRJ-0012,WP-007,Waterproofing,48805.27,64654.35,0.9806,1.0
PRJ-0012,WP-008,Facade,483869.36,606632.76,0.9806,0.9068
PRJ-0012,WP-009,Electrical,218225.93,260546.21,0.9806,0.9443
PRJ-0012,WP-010,Plumbing,472025.59,478534.72,0.9806,1.0
PRJ-0012,WP-011,HVAC,453287.46,602749.6,0.9806,1.0
PRJ-0012,WP-012,Fire Safety Systems,147508.35,168298.38,0.9806,0.9881
PRJ-0012,WP-013,Elevators,240642.04,241695.66,0.9806,0.9512
PRJ-0012,WP-014,Interior Finishes,675404.58,709098.93,0.9806,0.9795
PRJ-0012,WP-015,Painting,562890.22,648339.67,0.9806,0.9625
PRJ-0012,WP-016,Landscaping,110374.74,135464.83,0.9806,0.9782
PRJ-0012,WP-017,Utilities Connection,12564.22,17508.42,0.9806,1.0
PRJ-0012,WP-018,Commissioning,287634.96,327280.89,0.9806,0.9251
PRJ-0012,WP-019,Final Cleaning,133644.25,144876.93,0.9806,1.0
PRJ-0012,WP-020,Demolition,51026.93,62493.97,0.9806,0.9608
PRJ-0012,WP-021,Site Preparation (2),133813.57,139571.71,0.9806,1.0
PRJ-0012,WP-022,Earthworks (2),807150.44,939861.44,0.9806,1.0
PRJ-0012,WP-023,Foundations (2),31606.38,35449.06,0.9806,1.0
PRJ-0012,WP-024,Structure (2),150829.42,173700.41,0.9806,1.0
PRJ-0012,WP-025,Masonry (2),6051.13,6319.61,0.9806,0.8776
PRJ-0012,WP-026,Roofing (2),404674.52,421355.56,0.9806,0.9747
PRJ-0012,WP-027,Waterproofing (2),46738.56,51379.86,0.9806,1.0
PRJ-0012,WP-028,Facade (2),118416.02,140104.27,0.9806,0.9772
PRJ-0012,WP-029,Electrical (2),205270.39,237226.8,0.9806,0.9274
PRJ-0012,WP-030,Plumbing (2),48831.62,46701.96,0.9806,0.9979
PRJ-0012,WP-031,HVAC (2),662112.47,661240.69,0.9806,0.9833
PRJ-0012,WP-032,Fire Safety Systems (2),378464.66,433824.27,0.9806,1.0
PRJ-0012,WP-033,Elevators (2),40071.36,51275.33,0.9806,0.9949
PRJ-0012,WP-034,Interior Finishes (2),811924.6,861718.71,0.9806,0.9893
PRJ-0012,WP-035,Painting (2),526099.44,633072.75,0.9806,1.0
PRJ-0012,WP-036,Landscaping (2),201458.65,205201.44,0.9806,1.0
PRJ-0012,WP-037,Utilities Connection (2),149574.66,183376.02,0.9806,0.971
PRJ-0012,WP-038,Commissioning (2),706254.36,848919.77,0.9806,1.0
PRJ-0012,WP-039,Final Cleaning (2),49085.8,63424.3,0.9806,0.943
PRJ-0013,WP-001,Site Preparation,357127.05,414746.81,1.0,0.9454
PRJ-0013,WP-002,Earthworks,1443092.13,1856837.22,1.0,0.9709
PRJ-0013,WP-003,Foundations,1148457.17,1224425.84,1.0,0.9341
PRJ-0013,WP-004,Structure,545378.61,585408.89,1.0,0.9924
PRJ-0013,WP-005,Masonry,659754.68,821823.32,1.0,0.949
PRJ-0013,WP-006,Roofing,593306.83,728620.87,1.0,0.9501
PRJ-0013,WP-007,Waterproofing,249829.4,278209.47,1.0,0.9445
PRJ-0013,WP-008,Facade,559367.99,566981.61,1.0,0.9866
PRJ-0013,WP-009,Electrical,392970.4,390768.29,1.0,0.9259
PRJ-0013,WP-010,Plumbing,789970.94,810266.27,1.0,0.971
PRJ-0013,WP-011,HVAC,141741.91,159439.38,1.0,0.9516
PRJ-0013,WP-012,Fire Safety Systems,1000540.85,1101767.12,1.0,1.0
PRJ-0013,WP-013,Elevators,610282.79,620511.35,1.0,0.9289
PRJ-0013,WP-014,Interior Finishes,73580.31,83023.09,1.0,0.9936
PRJ-0013,WP-015,Painting,712559.79,694573.02,1.0,0.9615
PRJ-0013,WP-016,Landscaping,1872983.13,1928158.55,1.0,1.0
PRJ-0013,WP-017,Utilities Connection,198443.75,219343.75,1.0,0.9499
PRJ-0013,WP-018,Commissioning,182941.54,191034.35,1.0,0.9243
PRJ-0013,WP-019,Final Cleaning,552774.28,524144.36,1.0,0.9238
PRJ-0013,WP-020,Demolition,774755.43,838841.66,1.0,1.0
PRJ-0013,WP-021,Site Preparation (2),498480.53,647582.05,1.0,0.9565
PRJ-0013,WP-022,Earthworks (2),40374.63,46629.87,1.0,0.9457
PRJ-0013,WP-023,Foundations (2),29014.18,35287.26,1.0,0.9272
PRJ-0013,WP-024,Structure (2),415017.87,450772.81,1.0,0.9576
PRJ-0013,WP-025,Masonry (2),255269.94,257757.25,1.0,0.8295
PRJ-0013,WP-026,Roofing (2),593807.86,653520.66,1.0,0.937
PRJ-0013,WP-027,Waterproofing (2),224549.42,245797.01,1.0,0.9473
PRJ-0013,WP-028,Facade (2),387333.53,454462.57,1.0,0.8684
PRJ-0013,WP-029,Electrical (2),805501.66,860517.01,1.0,0.896
PRJ-0014,WP-001,Site Preparation,239317.9,233610.13,0.9973,1.0
PRJ-0014,WP-002,Earthworks,135072.84,173154.46,0.9973,0.9918
PRJ-0014,WP-003,Foundations,139846.95,138947.01,0.9973,0.9766
PRJ-0014,WP-004,Structure,741298.82,794541.34,0.9973,0.916
PRJ-0014,WP-005,Masonry,82170.42,98151.26,0.9973,1.0
PRJ-0014,WP-006,Roofing,20197.64,23675.9,0.9973,0.982
PRJ-0014,WP-007,Waterproofing,339327.56,435593.92,0.9973,1.0
PRJ-0014,WP-008,Facade,550112.46,693641.06,0.9973,1.0
PRJ-0014,WP-009,Electrical,98335.62,116286.77,0.9973,1.0
PRJ-0014,WP-010,Plumbing,36604.94,38272.79,0.9973,0.9507
PRJ-0014,WP-011,HVAC,113074.39,132376.91,0.9973,0.9771
PRJ-0014,WP-012,Fire Safety Systems,12221.96,14063.21,0.9973,0.9351
PRJ-0014,WP-013,Elevators,73190.49,77618.2,0.9973,0.9656
PRJ-0014,WP-014,Interior Finishes,330823.69,371248.25,0.9973,1.0
PRJ-0014,WP-015,Painting,150181.22,158755.7,0.9973,0.9689
PRJ-0014,WP-016,Landscaping,51008.24,51862.93,0.9973,1.0
PRJ-0014,WP-017,Utilities Connection,336330.71,398600.89,0.9973,0.9743
PRJ-0014,WP-018,Commissioning,12677.94,12932.9,0.9973,1.0
PRJ-0014,WP-019,Final Cleaning,17790.4,22807.02,0.9973,0.9497
PRJ-0014,WP-020,Demolition,61162.72,63986.04,0.9973,0.9413
PRJ-0014,WP-021,Site Preparation (2),156932.38,162684.8,0.9973,1.0
PRJ-0014,WP-022,Earthworks (2),414106.84,445224.05,0.9973,0.9539
PRJ-0014,WP-023,Foundations (2),4442.61,4858.68,0.9973,1.0
PRJ-0014,WP-024,Structure (2),172156.97,189567.09,0.9973,1.0
PRJ-0014,WP-025,Masonry (2),38413.71,45933.33,0.9973,0.9638
PRJ-0014,WP-026,Roofing (2),5443.44,5596.04,0.9973,0.9644
PRJ-0014,WP-027,Waterproofing (2),10360.99,14943.39,0.9973,0.9847
PRJ-0014,WP-028,Facade (2),299148.34,323270.32,0.9973,1.0
PRJ-0014,WP-029,Electrical (2),223427.33,216518.71,0.9973,1.0
PRJ-0014,WP-030,Plumbing (2),85024.12,89223.41,0.9973,1.0
PRJ-0014,WP-031,HVAC (2),9675.41,10419.67,0.9973,0.9907
PRJ-0014,WP-032,Fire Safety Systems (2),223945.22,240501.07,0.9973,0.9635
PRJ-0014,WP-033,Elevators (2),238361.24,225155.31,0.9973,0.8804
PRJ-0014,WP-034,Interior Finishes (2),19130.02,20223.79,0.9973,1.0
PRJ-0014,WP-035,Painting (2),158080.0,169987.96,0.9973,0.9409
PRJ-0014,WP-036,Landscaping (2),333591.19,435501.02,0.9973,1.0
PRJ-0014,WP-037,Utilities Connection (2),728469.5,723028.15,0.9973,1.0
PRJ-0015,WP-001,Site Preparation,130317.02,122600.39,0.8346,0.7437
PRJ-0015,WP-002,Earthworks,357846.91,312772.35,0.8346,0.6476
PRJ-0015,WP-003,Foundations,324453.78,274355.29,0.8346,0.6896
PRJ-0015,WP-004,Structure,56171.34,53128.91,0.8346,0.7016
PRJ-0015,WP-005,Masonry,683666.01,724272.12,0.8346,0.7495
PRJ-0015,WP-006,Roofing,87768.99,83166.64,0.8346,0.7211
PRJ-0015,WP-007,Waterproofing,80537.31,78634.14,0.8346,0.8027
PRJ-0015,WP-008,Facade,1071980.91,884589.27,0.8346,0.789
PRJ-0015,WP-009,Electrical,17242.3,16287.7,0.8346,0.6445
PRJ-0015,WP-010,Plumbing,158508.88,145877.56,0.8346,0.76
PRJ-0015,WP-011,HVAC,310837.96,283063.06,0.8346,0.6694
PRJ-0015,WP-012,Fire Safety Systems,290642.22,263162.49,0.8346,0.8045
PRJ-0015,WP-013,Elevators,31000.3,32365.94,0.8346,0.7606
PRJ-0015,WP-014,Interior Finishes,25642.29,26395.24,0.8346,0.7212
PRJ-0015,WP-015,Painting,93429.5,97269.63,0.8346,0.7089
PRJ-0015,WP-016,Landscaping,354868.49,351710.36,0.8346,0.747
PRJ-0015,WP-017,Utilities Connection,330156.74,298070.98,0.8346,0.7872
PRJ-0015,WP-018,Commissioning,164499.37,167130.21,0.8346,0.7444
PRJ-0015,WP-019,Final Cleaning,75605.99,79705.83,0.8346,0.7209
PRJ-0015,WP-020,Demolition,215352.72,207102.72,0.8346,0.6803
PRJ-0015,WP-021,Site Preparation (2),305068.43,282171.75,0.8346,0.7186
PRJ-0015,WP-022,Earthworks (2),20201.33,19262.01,0.8346,0.7876
PRJ-0015,WP-023,Foundations (2),127526.95,127246.77,0.8346,0.7689
PRJ-0015,WP-024,Structure (2),685631.16,595245.36,0.8346,0.7955
PRJ-0015,WP-025,Masonry (2),893220.91,874536.26,0.8346,0.6778
PRJ-0015,WP-026,Roofing (2),285275.9,291210.33,0.8346,0.6471
PRJ-0015,WP-027,Waterproofing (2),36842.76,33760.51,0.8346,0.7638
PRJ-0015,WP-028,Facade (2),557081.32,532680.34,0.8346,0.6576
PRJ-0015,WP-029,Electrical (2),231606.99,229952.87,0.8346,0.7954
PRJ-0015,WP-030,Plumbing (2),521480.1,480543.05,0.8346,0.7656
PRJ-0015,WP-031,HVAC (2),759033.21,583395.66,0.8346,0.7428
PRJ-0015,WP-032,Fire Safety Systems (2),51516.4,59644.54,0.8346,0.6713
PRJ-0015,WP-033,Elevators (2),539582.26,508626.98,0.8346,0.7273
PRJ-0015,WP-034,Interior Finishes (2),101786.8,99531.71,0.8346,0.7187
PRJ-0015,WP-035,Painting (2),683569.21,702060.65,0.8346,0.7451
PRJ-0015,WP-036,Landscaping (2),40917.69,35643.68,0.8346,0.813
PRJ-0015,WP-037,Utilities Connection (2),184496.09,157321.25,0.8346,0.6786
PRJ-0015,WP-038,Commissioning (2),118074.09,114103.07,0.8346,0.7107
PRJ-0015,WP-039,Final Cleaning (2),3630.43,3349.8,0.8346,0.7223
PRJ-0015,WP-040,Demolition (2),377242.95,370439.52,0.8346,0.7991
PRJ-0015,WP-041,Site Preparation (3),11277.56,10799.3,0.8346,0.7326
PRJ-0016,WP-001,Site Preparation,70452.5,76128.76,1.0,1.0
PRJ-0016,WP-002,Earthworks,384156.72,369557.64,1.0,1.0
PRJ-0016,WP-003,Foundations,482779.42,410771.0,1.0,1.0
PRJ-0016,WP-004,Structure,148029.99,153654.9,1.0,0.9813
PRJ-0016,WP-005,Masonry,896227.23,983213.21,1.0,1.0
PRJ-0016,WP-006,Roofing,50022.46,52703.58,1.0,1.0
PRJ-0016,WP-007,Waterproofing,221177.44,241968.31,1.0,0.9767
PRJ-0016,WP-008,Facade,561046.16,548267.98,1.0,0.9938
PRJ-0016,WP-009,Electrical,163786.58,196129.87,1.0,0.9992
PRJ-0016,WP-010,Plumbing,350854.65,379476.15,1.0,1.0
PRJ-0016,WP-011,HVAC,25302.35,23726.73,1.0,0.8859
PRJ-0016,WP-012,Fire Safety Systems,153696.29,145982.84,1.0,1.0
PRJ-0016,WP-013,Elevators,236929.39,272334.27,1.0,1.0
PRJ-0016,WP-014,Interior Finishes,697666.48,787143.07,1.0,1.0
PRJ-0016,WP-015,Painting,309797.14,330618.46,1.0,0.9241
PRJ-0016,WP-016,Landscaping,409130.86,353192.87,1.0,0.9227
PRJ-0016,WP-017,Utilities Connection,401744.15,434676.9,1.0,0.9695
PRJ-0016,WP-018,Commissioning,4260.77,4474.35,1.0,1.0
PRJ-0016,WP-019,Final Cleaning,328196.94,330393.68,1.0,1.0
PRJ-0016,WP-020,Demolition,521609.2,512149.01,1.0,0.9164
PRJ-0016,WP-021,Site Preparation (2),546998.73,529674.79,1.0,1.0
PRJ-0016,WP-022,Earthworks (2),388332.06,413670.24,1.0,1.0
PRJ-0016,WP-023,Foundations (2),256229.61,246995.43,1.0,1.0
PRJ-0016,WP-024,Structure (2),78479.86,73562.64,1.0,0.979
PRJ-0016,WP-025,Masonry (2),389615.66,374850.67,1.0,1.0
PRJ-0016,WP-026,Roofing (2),359409.14,380667.06,1.0,0.9389
PRJ-0016,WP-027,Waterproofing (2),137325.38,138620.55,1.0,1.0
PRJ-0016,WP-028,Facade (2),1120251.77,1131547.31,1.0,0.9909
PRJ-0016,WP-029,Electrical (2),1120163.75,1130443.07,1.0,0.9857
PRJ-0016,WP-030,Plumbing (2),293404.34,263695.43,1.0,1.0
PRJ-0016,WP-031,HVAC (2),187161.3,197053.14,1.0,0.9096
PRJ-0016,WP-032,Fire Safety Systems (2),343757.2,353317.44,1.0,0.9712
PRJ-0016,WP-033,Elevators (2),1102723.17,1173607.54,1.0,1.0
PRJ-0016,WP-034,Interior Finishes (2),67401.61,67733.71,1.0,0.9159
